geonameid,name,country_code,country,latitude,longitude,elevation_m,population,timezone,duration_seconds,seconds_sacrificed,sun_altitude_deg,max_eclipse_ut_hours,distance_from_centerline_km,mean_cloud_percent,clear_sky_probability,cloud_observations,lodging_within_25km,camping_within_25km,lodging_within_80km,camping_within_80km
2501440,Cherchell,DZ,Algeria,36.605,2.19083,38,34372,Africa/Algiers,118.6,264.5,46.27,8.959692,112.4,16.5,0.767,120,13,16,304,39
2518052,El Varadero,ES,Spain,36.72521,-3.52183,4,2000,Europe/Madrid,117.9,265.2,40.26,8.833894,109.7,17.3,0.717,120,277,19,1253,110
413170,Al Miftāḩ,YE,Yemen,15.97431,43.46381,1976,0,Asia/Aden,116.0,267.1,68.29,10.715335,123.0,68.1,0.042,120,2,0,39,4
2511852,Rincón de la Victoria,ES,Spain,36.71715,-4.27583,11,38666,Europe/Madrid,115.0,268.1,39.48,8.81871,109.8,16.5,0.733,120,374,26,1972,119
2472888,Ain Jaloulah,TN,Tunisia,35.79972,9.80477,182,1757,Africa/Tunis,114.6,268.5,54.68,9.15909,116.4,5.0,0.892,120,0,0,151,3
2558768,Ajdir,MA,Morocco,34.74347,-3.97582,1060,1577,Africa/Casablanca,113.9,269.2,39.88,8.814852,110.2,13.8,0.767,120,0,0,46,15
2520055,Cártama,ES,Spain,36.71068,-4.63297,89,21313,Europe/Madrid,113.8,269.3,39.11,8.811606,109.8,16.1,0.758,120,738,25,1608,130
2482090,Sedrata,DZ,Algeria,36.12868,7.53376,794,45300,Africa/Algiers,111.9,271.2,52.11,9.095366,115.7,7.8,0.867,120,3,0,57,6
2521847,Almuñécar,ES,Spain,36.73246,-3.69173,0,27696,Europe/Madrid,111.6,271.5,40.08,8.83049,110.6,16.7,0.717,120,415,19,1498,111
11204500,Ali Mendjeli,DZ,Algeria,36.2459,6.5671,790,64120,Africa/Algiers,111.2,271.9,51.04,9.069394,115.4,7.8,0.875,120,44,2,142,10
2514256,Málaga,ES,Spain,36.72016,-4.42034,22,592346,Europe/Madrid,110.9,272.2,39.33,8.815862,110.4,16.4,0.725,120,516,18,1740,121
2515896,La Herradura,ES,Spain,36.73491,-3.7376,39,4248,Europe/Madrid,109.4,273.7,40.03,8.829567,110.9,16.7,0.717,120,429,21,1583,113
2503181,Boufarik,DZ,Algeria,36.57413,2.91214,49,57162,Africa/Algiers,109.3,273.9,47.04,8.976978,114.1,14.8,0.767,120,245,8,471,51
2532195,Tabouda,MA,Morocco,34.71923,-5.1403,466,0,Africa/Casablanca,108.8,274.3,38.64,8.790892,110.3,17.6,0.7,120,2,0,593,30
2509581,Villaluenga del Rosario,ES,Spain,36.69644,-5.38601,870,495,Europe/Madrid,108.1,275.0,38.33,8.796719,110.2,12.9,0.808,120,149,19,1741,139
2464427,Touza,TN,Tunisia,35.63544,10.82732,35,7236,Africa/Tunis,107.9,275.3,55.85,9.188927,117.6,4.2,0.908,120,84,2,236,8
11395738,Balanegra,ES,Spain,36.74886,-2.9097,15,0,Europe/Madrid,105.3,277.8,40.89,8.846557,112.0,17.2,0.725,120,16,9,972,89
2511503,Salobreña,ES,Spain,36.74277,-3.58717,45,12747,Europe/Madrid,105.3,277.8,40.19,8.832647,111.7,17.3,0.717,120,278,18,1373,111
2522430,Adra,ES,Spain,36.74831,-3.02076,12,24373,Europe/Madrid,105.3,277.9,40.77,8.844262,111.9,17.2,0.725,120,22,9,1107,91
2516915,Gualchos,ES,Spain,36.74467,-3.39079,355,2559,Europe/Madrid,105.2,277.9,40.39,8.836568,111.7,17.3,0.717,120,325,16,1184,111
2521124,Benaocaz,ES,Spain,36.70069,-5.42222,780,728,Europe/Madrid,104.4,278.7,38.29,8.796075,110.8,12.9,0.808,120,144,17,1679,144
2507646,Akbou,DZ,Algeria,36.4575,4.53494,215,38291,Africa/Algiers,104.3,278.8,48.8,9.016978,115.5,15.7,0.758,120,25,3,218,25
73638,Kuḩlān ‘Affār,YE,Yemen,15.73309,43.71902,2368,0,Asia/Aden,104.3,278.8,67.81,10.729865,124.4,72.7,0.025,120,7,0,361,10
2491050,Larbaâ,DZ,Algeria,36.56471,3.15434,100,58295,Africa/Algiers,103.8,279.4,47.3,8.982843,115.0,15.2,0.775,120,178,9,494,47
2464648,Tozeur,TN,Tunisia,33.91968,8.13352,51,37370,Africa/Tunis,102.2,280.9,53.53,9.118681,117.4,3.0,0.967,120,29,4,37,4
2473417,Ousseltia,TN,Tunisia,35.84778,9.58944,480,9006,Africa/Tunis,102.1,281.1,54.43,9.152787,117.8,5.3,0.883,120,0,0,25,1
2493605,Ighram,DZ,Algeria,36.46295,4.50532,334,15030,Africa/Algiers,101.7,281.4,48.77,9.016205,115.8,15.7,0.758,120,26,3,218,25
2532394,Souq Larb’a al Gharb,MA,Morocco,34.68664,-6.00272,37,44059,Africa/Casablanca,101.6,281.6,37.72,8.773647,110.9,28.6,0.583,120,0,0,74,18
2501680,Chebli,DZ,Algeria,36.57722,3.00917,56,19901,Africa/Algiers,101.5,281.7,47.15,8.979335,115.2,14.8,0.767,120,320,12,472,48
12718688,Souk El Arbaa,MA,Morocco,34.68473,-6.00344,38,75635,Africa/Casablanca,100.2,283.0,37.72,8.773623,111.1,28.6,0.583,120,0,0,74,18
2510309,Torre del Mar,ES,Spain,36.742,-4.09291,6,21980,Europe/Madrid,100.0,283.1,39.66,8.822484,112.2,17.1,0.717,120,300,34,1953,129
2513477,Motril,ES,Spain,36.75066,-3.5179,34,60592,Europe/Madrid,100.0,283.1,40.26,8.834095,112.5,17.3,0.717,120,284,20,1227,112
2507926,Aïn Smara,DZ,Algeria,36.2674,6.50135,627,32057,Africa/Algiers,99.1,284.0,50.96,9.067671,116.9,7.8,0.875,120,41,2,159,12
2520053,Estación de Cártama,ES,Spain,36.73333,-4.61667,40,5000,Europe/Madrid,98.1,285.0,39.12,8.812065,112.2,16.4,0.725,120,721,25,1608,129
2473496,Moknine,TN,Tunisia,35.63333,10.9,18,62802,Africa/Tunis,97.7,285.5,55.92,9.191028,118.8,4.1,0.917,120,88,2,235,7
2521838,Alozaina,ES,Spain,36.72736,-4.85761,380,2251,Europe/Madrid,97.6,285.6,38.87,8.807232,112.1,16.1,0.758,120,109,19,1630,124
2473826,Bekalta,TN,Tunisia,35.61739,10.99466,3,20506,Africa/Tunis,96.7,286.4,56.03,9.193832,119.0,4.6,0.917,120,59,2,225,7
2511357,San José,ES,Spain,36.76048,-2.10912,23,1012,Europe/Madrid,96.6,286.6,41.72,8.863366,113.6,18.1,0.658,120,62,9,291,57
2516326,Jerez de la Frontera,ES,Spain,36.68645,-6.13606,53,212879,Europe/Madrid,96.4,286.8,37.57,8.782688,111.8,12.9,0.808,120,150,19,958,103
2521123,Benaoján,ES,Spain,36.71929,-5.2522,558,1661,Europe/Madrid,94.8,288.4,38.47,8.799504,112.3,14.2,0.792,120,164,27,1608,102
2513240,Nerja,ES,Spain,36.75278,-3.8744,51,21811,Europe/Madrid,94.4,288.8,39.89,8.826903,113.1,16.7,0.717,120,414,29,1882,126
2511716,Roquetas de Mar,ES,Spain,36.76419,-2.61475,12,94925,Europe/Madrid,94.0,289.1,41.19,8.852757,113.7,15.4,0.725,120,79,11,489,71
8356282,Khayrān,YE,Yemen,16.02191,43.37859,470,0,Asia/Aden,92.4,290.8,68.44,10.711309,125.2,68.1,0.042,120,1,0,36,4
2509382,Yunquera,ES,Spain,36.73252,-4.92122,682,3298,Europe/Madrid,91.7,291.4,38.81,8.805945,112.9,14.8,0.767,120,123,20,1638,120
2533158,Sidi Redouane,MA,Morocco,34.68692,-5.44538,199,0,Africa/Casablanca,89.3,293.8,38.32,8.784662,112.9,22.2,0.625,120,10,1,262,29
2510245,Torrox,ES,Spain,36.75793,-3.95233,147,16890,Europe/Madrid,88.8,294.3,39.81,8.825342,113.8,17.1,0.717,120,296,33,1918,129
410915,Aslam,YE,Yemen,16.05961,43.32745,799,0,Asia/Aden,86.9,296.2,68.53,10.708761,125.8,61.3,0.075,120,5,0,36,3
2468106,Ksar Hellal,TN,Tunisia,35.64773,10.89046,27,55415,Africa/Tunis,83.8,299.3,55.91,9.190682,120.2,4.1,0.917,120,92,2,236,7
2499104,Draa el Mizan,DZ,Algeria,36.53628,3.8334,410,41263,Africa/Algiers,83.6,299.5,48.03,8.999435,117.6,14.6,0.808,120,32,0,381,24
2509974,Valdés,ES,Spain,36.75835,-4.24235,293,13529,Europe/Madrid,83.5,299.6,39.51,8.819524,114.3,16.5,0.733,120,317,27,1912,129
2518494,El Ejido,ES,Spain,36.77629,-2.81456,84,84710,Europe/Madrid,82.5,300.6,40.98,8.84864,115.0,15.1,0.742,120,49,13,749,80
2508309,’Aïn Abid,DZ,Algeria,36.23194,6.94333,868,29486,Africa/Algiers,82.5,300.7,51.44,9.079361,118.8,9.1,0.842,120,6,0,126,9
13132705,Menzel Ennour,TN,Tunisia,35.66872,10.78085,40,11772,Africa/Tunis,81.9,301.3,55.78,9.187433,120.3,4.2,0.908,120,115,2,243,8
85026,Massah,LY,Libya,32.75249,21.62807,510,7831,Africa/Tripoli,80.7,302.4,68.83,9.555554,123.7,6.0,0.875,120,50,3,174,7
74219,Jawf al Maqbābah,YE,Yemen,13.83783,45.83488,919,14175,Asia/Aden,80.7,302.4,63.83,10.84398,126.0,58.8,0.1,120,3,0,11,0
70979,Sayyān,YE,Yemen,15.17177,44.32442,2482,69404,Asia/Aden,80.5,302.7,66.66,10.763645,126.6,79.8,0.008,120,217,3,362,9
2497849,El Khroub,DZ,Algeria,36.26333,6.69361,630,90122,Africa/Algiers,80.4,302.7,51.17,9.072749,118.9,8.0,0.875,120,40,2,151,9
2514356,Macharavialla,ES,Spain,36.7624,-4.21389,239,0,Europe/Madrid,80.2,302.9,39.54,8.820125,114.7,16.5,0.733,120,333,34,1925,124
2513639,Montejaque,ES,Spain,36.73684,-5.2499,679,983,Europe/Madrid,79.3,303.8,38.47,8.799619,114.3,14.2,0.792,120,164,27,1606,101
7870039,Ouerdanine,TN,Tunisia,35.69006,10.67598,75,23707,Africa/Tunis,78.1,305.0,55.66,9.184322,120.6,4.2,0.908,120,154,2,380,7
2473537,El Masdour,TN,Tunisia,35.68206,10.72746,21,4705,Africa/Tunis,76.9,306.2,55.72,9.185844,120.8,4.2,0.908,120,137,2,305,8
2511730,Ronda,ES,Spain,36.74231,-5.16709,718,36827,Europe/Madrid,76.3,306.8,38.55,8.801235,114.6,14.2,0.792,120,154,22,1572,101
2464861,Teboulba,TN,Tunisia,35.64018,10.96731,22,41731,Africa/Tunis,76.2,307.0,55.99,9.192928,120.9,4.1,0.917,120,73,2,235,7
7648466,Totalán,ES,Spain,36.76526,-4.29707,277,800,Europe/Madrid,75.7,307.5,39.45,8.81848,115.1,16.5,0.733,120,359,27,2022,130
2529656,Teroual,MA,Morocco,34.67452,-5.27331,426,0,Africa/Casablanca,73.7,309.4,38.5,8.787996,114.8,17.6,0.7,120,1,0,604,32
2491134,Lakhdaria,DZ,Algeria,36.56463,3.5933,171,42886,Africa/Algiers,72.2,311.0,47.77,8.993584,118.6,15.1,0.792,120,31,1,524,33
2522019,Algarrobo,ES,Spain,36.77388,-4.03952,90,5073,Europe/Madrid,71.9,311.2,39.72,8.823698,115.7,17.1,0.717,120,294,32,1931,133
79006,Al Maḩābishah,YE,Yemen,15.94758,43.43587,1570,0,Asia/Aden,71.7,311.4,68.32,10.715317,127.2,68.1,0.042,120,2,0,38,4
2513800,Moclinejo,ES,Spain,36.77134,-4.25514,463,1167,Europe/Madrid,69.7,313.4,39.49,8.819296,115.7,16.5,0.733,120,313,29,1916,133
2512490,Pizarra,ES,Spain,36.76543,-4.70833,78,7345,Europe/Madrid,65.7,317.4,39.03,8.810441,116.0,16.1,0.758,120,301,21,1623,131
11862824,Souk Lahad,TN,Tunisia,33.77579,8.85992,44,13218,Africa/Tunis,65.5,317.6,54.41,9.140406,121.1,2.6,0.95,120,6,1,62,17
2503755,Boghni,DZ,Algeria,36.54222,3.95306,249,54666,Africa/Algiers,65.2,317.9,48.16,9.002446,119.3,14.5,0.8,120,61,1,277,21
2513713,Molvízar,ES,Spain,36.78592,-3.60783,233,2704,Europe/Madrid,65.0,318.1,40.16,8.832401,116.5,17.3,0.717,120,355,18,1395,115
2479966,Sidi Moussa,DZ,Algeria,36.60637,3.08783,46,30887,Africa/Algiers,64.7,318.4,47.22,8.981287,119.0,14.8,0.767,120,240,15,488,48
2514371,Lújar,ES,Spain,36.78831,-3.404,564,500,Europe/Madrid,64.2,318.9,40.37,8.836463,116.6,17.3,0.717,120,343,16,1201,113
2522187,Albuñol,ES,Spain,36.79203,-3.205,259,6157,Europe/Madrid,62.3,320.8,40.58,8.840625,116.9,17.4,0.708,120,132,18,1178,97
2509769,Vélez-Málaga,ES,Spain,36.78107,-4.10266,62,74190,Europe/Madrid,62.1,321.0,39.65,8.822485,116.6,17.1,0.717,120,308,36,1970,133
2540483,Oujda,MA,Morocco,34.68139,-1.90858,549,539711,Africa/Casablanca,61.7,321.4,42.13,8.859639,117.4,17.5,0.692,120,42,1,135,24
2469571,Lemta,TN,Tunisia,35.66667,10.88333,22,5790,Africa/Tunis,59.1,324.1,55.89,9.190386,122.1,4.1,0.917,120,92,2,236,8
13132707,Bennane Bodheur,TN,Tunisia,35.67534,10.83579,43,14258,Africa/Tunis,58.6,324.5,55.84,9.188976,122.1,4.2,0.908,120,92,3,236,8
2517618,Frigiliana,ES,Spain,36.78747,-3.89441,312,2560,Europe/Madrid,57.7,325.5,39.86,8.826616,117.0,17.1,0.717,120,290,32,1898,130
2516413,Iznate,ES,Spain,36.78333,-4.18333,165,826,Europe/Madrid,56.9,326.2,39.57,8.820865,117.0,16.5,0.733,120,370,36,1987,135
2512423,Polopos,ES,Spain,36.79466,-3.29816,794,1573,Europe/Madrid,56.6,326.5,40.48,8.838594,117.2,17.4,0.708,120,158,18,1191,110
2510785,Sorvilán,ES,Spain,36.79505,-3.26769,790,746,Europe/Madrid,56.4,326.7,40.51,8.839219,117.2,17.4,0.708,120,155,16,1179,105
78713,Āl Ma‘ūdah,YE,Yemen,14.21055,45.38732,2006,0,Asia/Aden,56.3,326.8,64.65,10.821204,128.1,63.6,0.058,120,0,0,17,2
75539,Ḩabābah,YE,Yemen,15.54418,43.87563,2604,0,Asia/Aden,53.2,329.9,67.49,10.739994,128.6,78.9,0.008,120,2,1,348,11
352628,Maţāy,EG,Egypt,28.41866,30.77861,38,82328,Africa/Cairo,52.9,330.2,79.25,9.952394,127.4,0.9,0.992,120,0,0,19,1
101633,Tabālah,SA,Saudi Arabia,19.95,42.4,1233,5151,Asia/Riyadh,52.3,330.8,71.64,10.563525,128.2,39.4,0.358,120,1,0,1,0
2473169,Seïada,TN,Tunisia,35.66887,10.89246,13,13711,Africa/Tunis,52.1,331.0,55.9,9.19064,122.5,4.1,0.917,120,92,2,236,8
7778654,Jete,ES,Spain,36.79691,-3.6672,147,0,Europe/Madrid,48.5,334.6,40.1,8.83128,117.8,16.7,0.717,120,435,19,1496,118
2473420,Ouardenine,TN,Tunisia,35.70915,10.67397,63,18287,Africa/Tunis,48.4,334.7,55.65,9.184178,122.7,4.2,0.908,120,169,2,407,7
2502939,Bou Ismaïl,DZ,Algeria,36.64262,2.69007,29,40984,Africa/Algiers,48.3,334.8,46.79,8.971714,120.0,16.3,0.742,120,124,21,455,45
2210394,Tājūrā’,LY,Libya,32.88167,13.35056,6,100000,Africa/Tripoli,46.8,336.3,59.92,9.283675,123.7,4.0,0.917,120,217,13,289,36
2521128,Benamocarra,ES,Spain,36.79075,-4.16146,134,2904,Europe/Madrid,46.1,337.0,39.59,8.821348,117.7,16.5,0.733,120,387,36,1983,136
2491578,Kolea,DZ,Algeria,36.63888,2.76845,137,61643,Africa/Algiers,45.7,337.4,46.88,8.973572,120.2,16.3,0.742,120,152,11,464,51
11169232,La Gangosa Vistasol,ES,Spain,36.80581,-2.62174,78,9780,Europe/Madrid,45.6,337.6,41.18,8.852788,118.3,15.4,0.725,120,84,12,525,79
2517049,Grazalema,ES,Spain,36.76018,-5.36839,827,2160,Europe/Madrid,45.5,337.6,38.35,8.797446,117.2,14.2,0.792,120,167,26,1547,107
2475752,Tizi-n-Tleta,DZ,Algeria,36.54569,4.05712,483,22404,Africa/Algiers,45.0,338.1,48.27,9.00498,120.6,14.5,0.8,120,63,1,232,21
2516419,Ítrabo,ES,Spain,36.79998,-3.63899,396,1002,Europe/Madrid,43.1,340.0,40.13,8.8318,118.1,16.7,0.717,120,410,16,1456,118
2518682,El Bosque,ES,Spain,36.75828,-5.50535,289,1984,Europe/Madrid,42.6,340.5,38.21,8.794963,117.5,12.9,0.808,120,96,15,1336,145
2469140,Msaken,TN,Tunisia,35.72917,10.58082,47,89745,Africa/Tunis,39.7,343.5,55.54,9.181428,123.1,3.9,0.942,120,173,2,437,7
2521665,Arcos de la Frontera,ES,Spain,36.75075,-5.81056,144,31210,Europe/Madrid,37.2,345.9,37.9,8.789171,117.7,12.2,0.833,120,31,3,1480,139
70677,Shibām,YE,Yemen,15.50943,43.90445,2587,0,Asia/Aden,36.2,347.0,67.43,10.741847,129.3,78.9,0.008,120,2,1,348,11
2511009,Sayalonga,ES,Spain,36.79819,-4.01325,347,1366,Europe/Madrid,35.9,347.2,39.74,8.824285,118.3,17.1,0.717,120,296,35,1934,133
2467890,Ksibet el Mediouni,TN,Tunisia,35.68561,10.84256,31,14490,Africa/Tunis,33.4,349.7,55.84,9.189123,123.4,4.2,0.908,120,101,2,243,8
72519,Mukayrās,YE,Yemen,13.94427,45.67074,2161,0,Asia/Aden,31.8,351.3,64.11,10.836683,129.2,57.2,0.125,120,3,0,11,0
2522388,Aguadulce,ES,Spain,36.81409,-2.57235,38,13886,Europe/Madrid,26.8,356.4,41.23,8.853866,119.3,15.4,0.725,120,90,10,522,75
2472196,Bou Hadjar,TN,Tunisia,35.68333,10.86667,0,6137,Africa/Tunis,26.7,356.4,55.87,9.189832,123.6,4.2,0.908,120,81,2,236,8
2511666,Rubite,ES,Spain,36.80947,-3.34816,791,507,Europe/Madrid,26.7,356.4,40.43,8.837648,118.9,17.4,0.708,120,332,18,1210,111
2519988,Casarabonela,ES,Spain,36.78616,-4.84276,480,2490,Europe/Madrid,20.0,363.1,38.89,8.807831,118.6,16.1,0.758,120,65,16,1467,128
13132708,Bembla et Mnara,TN,Tunisia,35.6991,10.7952,27,16078,Africa/Tunis,8.4,374.7,55.78,9.187702,123.9,4.2,0.908,120,132,2,354,8
